word,freq
wzrostów,16
wzrosły,1
wzroście,2
wzrośnie,1
wzruszania,4
wzruszanie,1
wzruszenia,13
wzruszenie,5
wzruszeniu,3
wzrósł,4
wzwyż,3
wzywa,163
wzywają,1
wzywając,17
wzywająca,1
wzywające,3
wzywającego,2
wzywający,2
wzywanej,3
wzywania,24
wzywanie,2
wzywany,1
wzywać,13
wzór,679
wód,901
wódek,1
wódki,3
wódzki,1
wódzkie,1
wództw,1
wójcie,2
wójt,199
wójta,125
wójtach,1
wójtami,7
wójtem,15
wójtom,6
wójtowi,45
wójtowie,15
wójtów,7
wówczas,172
wóz,1
wózka,2
wózkach,2
wózki,14
wózkiem,1
wózkowni,2
wózku,3
wózków,3
wą,1
wąbrzeski,2
wąchania,1
wąglik,3
wągrowiecki,2
wąskich,4
wąskie,9
wąskiej,2
wąskimi,1
wąsów,2
wątkiem,4
wątku,1
wątpliwa,1
wątpliwe,8
wątpliwości,189
wątpliwościach,4
wątpliwość,32
wątpliwych,6
wątroby,4
wędkami,2
wędkarskich,1
wędkarskie,2
wędkarskiej,5
wędkarską,3
wędkowania,1
wędką,2
wędlinami,1
wędrowny,3
wędrownych,2
wędrówek,2
wędzarni,2
wędzenia,2
wędzideł,1
wędzony,1
węgiel,7
węgier,1
węgierskiej,13
węgierską,3
węgla,146
węglan,34
węglanów,6
węglem,3
węglików,1
węglowe,10
węglowego,17
węglowej,3
węglowemu,1
węglowodanowe,1
węglowodorami,1
węglowodoru,1
węglowodory,16
węglowodorów,6
węglowodór,1
węglowy,23
węglowych,51
węglowym,1
węgorzy,1
węgrowski,2
węszych,1
węzeł,1
węzłem,2
węzłów,3
węższy,4
włada,21
władają,4
władająca,2
władające,2
władającego,29
władającej,4
władający,31
władających,10
władającym,2
władania,10
władanie,5
władaniu,47
władny,1
władnącej,2
władysława,3
władz,153
władza,20
władzach,2
władzami,15
władze,119
władzom,24
władzy,172
władzą,24
władzę,24
włamaniem,3
własna,3
własne,324
własnego,75
własnej,159
własnemu,1
własnoręczne,2
własnoręcznego,1
własnoręcznemu,1
własnoręcznie,2
własnoręczności,3
własnoręczność,3
własnoręczny,6
własnoręcznym,10
własnoręcznymi,1
własności,661
własnościowe,28
własnościowego,24
własnościowej,3
własnościowo,1
własnościowych,20
własnościowym,1
własnością,171
własność,504
własny,187
własnych,436
własnym,241
własnymi,11
własną,38
włazem,1
właś,2
właści,2
właściciel,200
właściciela,309
właścicielach,8
właścicielami,41
właściciele,48
właścicielem,94
właścicieli,136
właścicielom,19
właścicielowi,65
właścicielskie,2
właścicielu,12
właściowści,1
właściwa,104
właściwe,519
właściwego,3075
właściwej,503
właściwemu,851
właściwi,100
właściwie,9
właściwości,739
właściwościach,33
właściwościami,49
właściwościom,3
właściwością,31
właściwość,194
właściwy,6094
właściwych,504
właściwym,1874
właściwymi,257
właściwą,140
włochate,1
włochy,1
włocławek,5
włocławku,1
włocławski,2
włodawski,2
włosa,1
włosami,2
włosem,6
włosia,4
włosie,1
włoska,1
włoskich,1
włoskie,2
włoskiej,2
włoskimi,1
włoską,5
włosy,3
włoszech,4
włosów,7
włośni,16
włośnica,3
włośnie,5
włożyć,1
włóczki,1
włókien,295
włókiennicza,1
włókiennicze,23
włókienniczego,6
włókienniczych,132
włókienniczym,3
włókienniczymi,1
włókna,48
włóknami,44
włóknin,1
włókniny,9
włókniste,9
włóknisty,1
włóknistych,22
włókno,1
włącza,23
włączając,26
włączane,3
włączanego,2
włączania,3
włączenia,14
włączenie,22
włączeniem,2
włączeniu,10
włącznie,107
włączona,5
włączone,16
włączonego,3
włączonej,4
włączono,1
włączony,6
włączonych,4
włączonym,1
włączonymi,1
włączyć,5
wścieklizna,3
wścieklizny,3
wściekliźnie,11
wśród,29
x,100
xa,1
xi,43
xii,26
xiii,22
xiv,11
xix,9
xl,1
xli,1
xlii,1
xliii,1
xliv,7
xv,11
xvi,13
xvii,14
xviii,9
xx,6
xxi,4
xxii,5
xxiii,4
xxiv,2
xxix,1
xxv,4
xxvi,2
xxvii,2
xxviii,2
xxx,4
xxxi,1
xxxii,1
xxxiii,2
xxxiv,1
xxxix,7
xxxv,2
xxxvi,3
xxxvii,4
xxxviii,1
y,79
ych,24
ycia,2
ycie,10
yersinia,2
yl,9
yletylo,1
yli,2
ylmetanon,1
ym,5
ymierzonych,1
ytowe,1
ywienia,7
ywieniowego,1
ywnością,1
z,82443
za,11146
zaadresowanego,2
zaakceptowali,1
zaakceptowana,5
zaakceptowane,2
zaakceptowanego,3
zaakceptowania,5
zaakceptowaniu,3
zaakceptowano,1
zaakceptowany,2
zaakceptowanych,3
zaakceptowanym,5
zaakceptować,2
zaakceptują,2
zaalenie,1
zaangażowane,1
zaangażowanego,2
zaangażowania,9
zaangażowanie,20
zaangażowaniem,1
zaangażowaniu,1
zaangażowany,1
zaangażowanych,12
zaangażowanymi,1
zaawansowane,2
zaawansowanej,40
zaawansowania,17
zaawansowanie,1
zaawansowany,2
zaawansowanych,1
zaazotowany,1
zabarwienie,3
zabarwiony,1
zabarwionych,2
zabaw,3
zabawek,6
zabawki,1
zabawowych,1
zabez,1
zabezpiecza,22
zabezpieczająca,1
zabezpieczające,39
zabezpieczającego,56
zabezpieczającej,24
zabezpieczający,23
zabezpieczających,54
zabezpieczającym,18
zabezpieczającymi,5
zabezpieczającą,6
zabezpieczane,7
zabezpieczania,46
zabezpieczanie,20
zabezpieczaniem,1
zabezpieczaniu,7
zabezpieczanych,1
zabezpieczać,6
zabezpieczały,1
zabezpieczeni,4
zabezpieczenia,1003
zabezpieczeniach,1
zabezpieczenie,349
zabezpieczeniem,32
zabezpieczeniu,84
zabezpieczeń,92
zabezpieczona,15
zabezpieczone,60
zabezpieczonego,4
zabezpieczonej,22
zabezpieczono,1
zabezpieczony,4
zabezpieczonych,35
zabezpieczonym,3
zabezpieczonymi,2
zabezpieczoną,3
zabezpieczyć,13
zabezpieczył,1
zabicia,3
zabicie,7
zabieg,3
zabiegach,4
zabiegami,8
zabiegi,37
zabiegiem,2
zabiegom,14
zabiegowego,1
zabiegowej,1
zabiegowi,3
zabiegowy,1
zabiegowych,1
zabiegu,13
zabiegów,60
zabiera,9
zabierają,5
zabierając,1
zabierania,1
zabieraniu,2
zabieranych,1
zabierać,2
zabija,10
zabijającego,1
zabijane,1
zabijania,11
zabijanie,5
zabijaniu,2
zabijać,1
zabite,2
zabity,2
zabitych,2
zablokowane,3
zablokowany,1
zablokowanych,1
zablokować,1
zaborców,1
zaboru,2
zabraknie,1
zabrakło,1
zabrane,1
zabranej,2
zabrania,146
zabranie,2
zabraniem,1
zabrano,1
zabrany,3
zabrać,2
zabroniona,7
zabronione,101
zabronionego,204
zabronionej,2
zabroniony,83
zabronionych,5
zabronionym,8
zabronić,7
zabrudzeniu,2
zabrudzone,1
zabrze,3
zabrzu,3
zabudowa,2
zabudowana,5
zabudowane,8
zabudowanego,1
zabudowanej,4
zabudowania,1
zabudowaniami,2
zabudowany,1
zabudowanych,13
zabudowanym,5
zabudowanymi,6
zabudowaną,1
zabudowały,1
zabudowań,5
zabudowie,11
zabudowy,139
zabudową,2
zabudowę,9
zaburzenia,12
zaburzeniami,31
zaburzenie,3
zaburzeń,18
zaburzone,1
zaburzonych,1
zaburzonym,1
zabytkach,2
zabytkami,4
zabytki,2
zabytkowe,4
zabytkowego,3
zabytkowej,1
zabytkowy,1
zabytkowych,19
zabytkowym,3
zabytkowymi,1
zabytkową,1
zabytku,6
zabytków,146
zabójstwa,13
zabójstwo,1
zabłąkanych,2
zabłąkały,1
zacatechichi,1
zachodni,11
zachodnia,1
zachodnich,9
zachodniego,4
zachodnim,2
zachodnio,1
zachodnioeuropejską,3
zachodniopomorskie,1
zachodniopomorskiego,4
zachodu,5
zachodzi,325
zachodzić,1
zachodziła,3
zachodziłaby,1
zachodziły,1
zachodzą,148
zachodzące,5
zachodzącego,2
zachodzącej,1
zachodzących,13
zachodzącymi,6
zachorowalności,2
zachorowania,18
zachorowaniach,1
zachorowanie,5
zachorował,3
zachorowań,13
zachowa,3
zachowam,4
zachowana,4
zachowane,11
zachowania,371
zachowaniach,2
zachowanie,151
zachowaniem,324
zachowaniom,3
zachowaniu,97
zachowano,1
zachowany,10
zachowawczego,4
zachowawczej,18
zachowawczych,1
zachowawczą,4
zachować,37
zachował,3
zachowałaby,1
zachowały,7
zachowań,22
zachowek,6
zachowku,21
zachowuje,148
zachowują,415
zachowując,16
zachowujący,1
zachowującym,2
zachowywanie,2
zachowywać,12
zachwalanie,1
zachwiane,2
zachęca,1
zachęcającego,1
zachęcających,1
zachęcania,2
zachęcanie,5
zachęcaniu,3
zachęcać,1
zachęcenia,1
zachęty,2
zachętę,1
zaciemnione,1
zaciera,1
zacieraczki,5
zacierania,1
zacieśniania,1
zacią,2
zaciąg,5
zaciąga,2
zaciągane,2
zaciąganego,1
zaciągania,51
zaciąganie,7
zaciąganiu,2
zaciąganych,16
zaciągać,36
zaciągnie,1
zaciągnię,1
zaciągnięcia,5
zaciągnięcie,14
zaciągnięte,12
zaciągniętego,14
zaciągniętej,5
zaciągnięto,6
zaciągnięty,2
zaciągniętych,73
zaciągniętym,3
zaciągnąć,6
zaciągnął,1
zaciągnęła,1
zaciągu,5
zacji,1
zacją,2
zację,1
zacofania,1
zacumowanych,1
zacyjnych,1
zaczną,1
zaczyna,10
zaczynają,1
zaczynać,1
zaczętej,2
zadaje,3
zadają,1
zadane,1
zadania,1533
zadaniach,22
zadaniami,81
zadanie,136
zadaniem,74
zadaniom,7
zadaniowe,1
zadaniowego,3
zadaniowy,5
zadaniowych,1
zadaniowym,2
zadaniu,1
zadanych,1
zadaszone,4
zadatku,2
zadatków,4
zadawania,7
zadawanie,2
zadawać,11
zadań,2801
zadecydować,4
zadecyduje,6
zadekla,2
zadeklaro,4
zadeklarowana,20
zadeklarowane,7
zadeklarowanej,15
zadeklarowania,7
zadeklarowano,1
zadeklarowany,4
zadeklarowanych,10
zadeklarowanym,2
zadeklarowaną,3
zadeklarować,4
zadeklarował,2
zadeklarowało,1
zadeklaruje,5
zadowalająca,1
zadowalającego,1
zadowalającej,4
zadowalającą,5
zadowolony,2
zadość,22
zadośćuczynienia,27
zadośćuczynienie,14
zadośćuczynić,1
zadrażnień,1
zadrukowana,5
zadrzewianie,4
zadrzewienia,4
zadrzewieniach,3
zadrzewieniami,3
zadrzewienie,2
zadrzewieniom,4
zadrzewień,26
zadrzewionych,5
zadysponowania,4
zadysponowanie,1
zadysponuje,1
zadłużeni,1
zadłużenia,95
zadłużenie,15
zadłużeniem,1
zadłużeniu,2
zadłużeń,1
zaewidencjonowane,3
zaewidencjonowanej,3
zaewidencjonowania,3
zaewidencjonowanych,16
zafaktu,1
zafałszowane,4
zafałszowania,1
zafałszowany,1
zafałszowanym,1
zafałszowań,3
zagadnienia,32
zagadnieniami,1
zagadnienie,11
zagadnień,52
zagarnięcia,3
zagarnięty,1
zaginie,1
zaginionego,3
zaginionej,1
zaginiony,3
zaginionych,12
zaginionym,1
zaginioną,1
zaginięcia,25
zaginięcie,3
zaginięciem,4
zaginięciu,2
zaginął,11
zaginęli,1
zaginęły,4
zagniwanie,1
zagospodarowane,3
zagospodarowania,625
zagospodarowanie,54
zagospodarowaniem,8
zagospodarowaniu,92
zagospodarowany,4
zagospodarowanych,2
zagospodarować,2
zagospodarowuje,1
zagospodarowywanie,2
zagra,3
zagranica,1
zagranicy,271
zagraniczna,29
zagraniczne,133
zagranicznego,278
zagranicznej,296
zagranicznemu,12
zagraniczni,18
zagraniczny,139
zagranicznych,697
zagranicznym,86
zagranicznymi,55
zagraniczną,54
zagranicą,322
zagranicę,1
zagraża,69
zagrażają,15
zagrażająca,1
zagrażające,5
zagrażającego,9
zagrażającej,5
zagrażający,5
zagrażających,20
zagrażającym,5
zagrażającymi,1
zagrażającą,5
zagrażać,21
zagrażał,1
zagrażałoby,5
zagrażały,1
zagregowanych,1
zagrodowego,1
zagrodowej,1
zagrodową,1
zagroenie,2
zagrozi,1
zagrozić,28
zagroził,2
zagroziłby,1
zagroziło,1
zagroziłoby,1
zagrożeni,1
zagrożenia,588
zagrożeniach,45
zagrożeniami,25
zagrożenie,353
zagrożeniem,40
zagrożeniom,32
zagrożeniu,32
zagrożeń,250
zagrożona,1
zagrożone,80
zagrożonego,18
zagrożonej,6
zagrożony,32
zagrożonych,93
zagrożonym,2
zagrożonymi,1
zagrożoną,2
zagruntowane,1
zagrzebane,1
zagubienia,7
zagubionym,1
zagwarantowane,6
zagwarantowanej,1
zagwarantowania,22
zagwarantowanie,6
zagwarantowany,1
zagwarantowaną,1
zagwarantować,6
zagwarantują,2
zagęszczające,2
zagęszczanie,1
zagęszczaniu,1
zagęszczenia,1
zagęszczonego,14
zagęszczony,4
zagęszczonych,3
zagęszczonym,1
zagłada,1
zagłady,71
zagłodzenia,1
zain,1
zainfekowanych,1
zainicjowania,1
zainkasowanej,3
zainstalowana,2
zainstalowane,5
zainstalowanego,1
zainstalowanej,12
zainstalowania,11
zainstalowanie,3
zainstalowaniem,1
zainstalowaniu,6
zainstalowany,1
zainstalowanych,8
zainstalowanymi,3
zainstalowaną,1
zainstalować,4
zainteresowana,33
zainteresowane,53
zainteresowanego,143
zainteresowanej,83
zainteresowanemu,31
zainteresowani,8
zainteresowania,14
zainteresowaniach,2
zainteresowanie,3
zainteresowany,48
zainteresowanych,98
zainteresowanym,38
zainteresowanymi,33
zainteresowaną,10
zainteresowań,6
zaistniał,1
zaistniała,5
zaistniałby,2
zaistniałe,3
zaistniałego,1
zaistniałej,3
zaistniało,3
zaistniały,19
zaistniałych,21
zaistniałym,3
zaistnieje,4
zaistnieją,4
zaistnienia,137
zaistnienie,18
zaistnieniem,5
zaistnieniu,18
zaistnieć,1
zaj,1
zajdzie,3
zajdą,4
zajmie,3
zajmowali,1
zajmowana,1
zajmowane,65
zajmowanego,177
zajmowanej,12
zajmowanemu,4
zajmowania,114
zajmowanie,22
zajmowaniem,7
zajmowaniu,2
zajmowany,10
zajmowanych,28
zajmowanym,133
zajmowaną,3
zajmować,26
zajmował,21
zajmowała,5
zajmowały,6
zajmuje,54
zajmują,22
zajmując,2
zajmująca,10
zajmujące,69
zajmującego,24
zajmującej,11
zajmującemu,3
zajmujący,53
zajmujących,161
zajmującym,18
zajmującymi,16
zajmującą,10
zajmuję,1
zajmą,1
zająć,6
zajęcia,207
zajęciach,28
zajęciami,2
zajęcie,100
zajęciem,12
zajęciowej,2
zajęciu,77
zajęta,9
zajęte,49
zajętego,24
zajętej,75
zajęto,1
zajęty,8
zajętych,56
zajętym,9
zajętymi,5
zajętą,6
zajęć,264
zajęły,1
zajścia,9
zajście,1
zajściu,7
zakadów,1
zakaz,218
zakazach,4
zakazami,3
zakazana,6
zakazane,15
zakazanej,2
zakazania,3
zakazanie,1
zakazano,1
zakazany,13
zakazanych,3
zakazać,56
zakazem,23
zakazie,73
zakazom,20
zakazowi,10
zakazu,182
zakazuje,54
zakazują,1
zakazująca,1
zakazujące,9
zakazującego,4
zakazującej,6
zakazujących,1
zakazującą,13
zakazy,107
zakazywania,3
zakazów,93
zakaźna,8
zakaźne,28
zakaźnego,5
zakaźnej,45
zakaźnie,2
zakaźnych,141
zakaźnym,17
zakaźnymi,3
zakaźną,43
zakaże,3
zakażenia,40
zakażeniach,9
zakażeniami,3
zakażenie,38
zakażeniom,4
zakażeniu,1
zakażeń,50
zakażone,2
zakażonego,1
zakażonej,1
zakażonych,3
zakażonymi,4
zakażą,1
zaklasyfikowane,5
zaklasyfikowanego,1
zaklasyfikowanej,2
zaklasyfikowania,1
zaklinowaniu,1
zakodowaniem,1
zakodowaniu,1
zakodowany,1
zakodowanym,2
zakodowanymi,2
zakomunikować,1
zakonach,1
zakonna,1
zakonne,7
zakonnego,2
zakonny,1
zakonnych,3
zakonnymi,3
zakonserwowane,6
zakonserwowanych,1
zakontraktowane,1
zakontraktowany,1
zakontraktowanych,2
zakonu,2
zakony,1
zakonów,13
zakopywania,3
zakopywaniu,1
zakorzenionej,1
zakotwiczone,1
zakotwiczonych,1
zakotwiczyć,1
zakoń,1
zakończenia,520
zakończeniach,1
zakończeniami,5
zakończenie,40
zakończeniem,50
zakończeniu,332
zakończeń,1
zakończona,23
zakończone,121
zakończonego,14
zakończonej,23
zakończono,12
zakończony,1
zakończonych,57
zakończonym,3
zakończoną,4
zakończy,18
zakończyli,4
zakończyć,24
zakończył,3
zakończyła,2
zakończyło,6
zakończyły,1
zakończą,1
zakredytowaną,1
zakres,1691
zakresach,5
zakresami,1
zakresem,125
zakresie,6098
zakresowi,11
zakresu,1336
zakresy,16
zakresów,9
zakreśla,3
zakreślając,2
zakreślić,5
zakreślonego,1
zakreślonym,1
zakrzewie,1
zakrzewienia,1
zakrzewieniami,4
zakrzewienie,1
zakrzewień,3
zaksięgowania,4
zaksięgowano,3
zaktualizowana,1
zaktualizowane,6
zaktualizowanej,2
zaktualizowania,3
zaktualizowanie,1
zaktualizowaniu,1
zaktualizowanych,2
zaktualizowaną,7
zaktualizować,1
zaktualizował,1
zaktualizuje,1
zakumulowanych,1
zakumulowaną,1
zakup,135
zakupami,1
zakupem,8
zakupi,2
zakupie,11
zakupione,9
zakupionego,8
zakupionej,10
zakupiono,1
zakupiony,1
zakupionych,18
zakupionym,1
zakupionymi,2
zakupioną,1
zakupić,6
zakupowym,1
zakupu,190
zakupuje,1
zakupy,21
zakupywane,1
zakupywanego,1
zakupywanych,1
zakupów,32
zakwali,1
zakwalifikowane,7
zakwalifikowanego,1
zakwalifikowani,2
zakwalifikowania,3
zakwalifikowanie,2
zakwalifikowaniu,5
zakwalifikowano,3
zakwalifikowany,9
zakwalifikowanych,25
zakwalifikowanym,1
zakwalifikowanymi,1
zakwalifikować,3
zakwalifikował,1
zakwaszane,2
zakwaszanie,5
zakwaszenia,1
zakwaterowania,97
zakwaterowanie,34
zakwaterowaniem,1
zakwaterowaniu,28
zakwaterować,2
zakwestionowane,1
zakwestionowanego,1
zakwestionowanej,3
zakwestionowania,1
zakwestionowanych,1
zakwestionować,1
zakwestionował,2
zakwestionuje,4
zakła,1
zakład,1016
zakłada,21
zakładach,491
zakładają,4
zakładając,2
zakładające,2
zakładami,101
zakładana,1
zakładane,7
zakładanego,2
zakładanej,1
zakładanemu,1
zakładania,46
zakładanie,37
zakładaniem,1
zakładaniu,8
zakładanych,5
zakładać,28
zakładem,145
zakładnika,5
zakładników,3
zakładom,26
zakładowa,53
zakładowe,35
zakładowego,353
zakładowej,77
zakładowemu,2
zakładowi,54
zakładowy,94
zakładowych,80
zakładowym,66
zakładowymi,22
zakładową,39
zakładu,1500
zakłady,387
zakładze,1
zakładzie,382
zakładów,684
zakłóca,7
zakłócają,3
zakłócając,2
zakłócające,1
zakłócającej,2
zakłócający,6
zakłócających,7
zakłócającym,1
zakłócana,3
zakłócania,8
zakłócać,3
zakłócałaby,2
zakłócenia,13
zakłóceniach,2
zakłócenie,9
zakłóceniu,1
zakłóceń,29
zakłócić,5
zakłócone,2
zalane,1
zalania,1
zalanie,2
zalaniu,1
zalanych,8
zaleca,2
zalecana,1
zalecane,8
zalecanego,4
zalecanej,2
zalecania,4
zalecanie,2
zalecany,3
zalecanych,10
zalecaną,1
zalecenia,50
zaleceniach,3
zaleceniami,7
zalecenie,5
zaleceniem,2
zaleceniu,2
zaleceń,69
zalecić,1
zaleconego,3
zaleconej,1
zaleconym,1
zalega,25
zalegają,14
zalegającego,3
zalegających,2
zalegalizowane,8
zalegalizowanie,1
zalegalizowanych,4
zalegania,1
zaległe,10
zaległej,5
zaległości,204
zaległościach,4
zaległością,2
zaległość,29
zaległy,1
zaległych,32
zaległą,2
zalesianego,1
zalesiania,4
zalesianie,5
zalesienia,38
zalesienie,3
zalesieniowych,1
zalesień,2
zalesionego,2
zalesiony,3
zalesionym,1
zalesionymi,1
zaletach,11
zalewa,1
zalewaniu,1
zalewanym,1
zalewie,2
zalewowych,9
zalewu,5
zależna,14
zależne,41
zależnego,27
zależnej,93
zależnie,20
zależności,320
zależnościami,1
zależny,25
zależnych,108
zależnym,26
zależnymi,14
zależną,30
zależy,85
zależą,43
zalicza,274
zaliczają,12
zaliczającej,1
zaliczalne,3
zaliczalnych,1
zaliczalnymi,4
zaliczana,14
zaliczane,70
zaliczanego,1
zaliczanej,6
zaliczani,1
zaliczania,47
zaliczanie,5
zaliczaniu,3
zaliczany,12
zaliczanych,33
zaliczanymi,1
zaliczać,3
zaliczek,128
zaliczeni,3
zaliczenia,50
zaliczenie,32
zaliczeniem,4
zaliczeniu,42
zaliczeń,3
zaliczka,16
zaliczkach,9
zaliczkami,1
zaliczki,206
zaliczkowego,1
zaliczkowej,8
zaliczkowo,4
zaliczkowych,4
zaliczkową,1
zaliczką,2
zaliczkę,43
zaliczona,13
zaliczone,85
zaliczonego,13
zaliczonej,15
zaliczony,11
zaliczonych,103
zaliczonym,6
zaliczonymi,4
zaliczoną,4
zaliczy,2
zaliczyć,21
zaliczył,5
zaliczyły,1
zaliczą,2
zaln,2
zalności,1
zalny,16
zaludnienia,16
zaludnienie,1
zaludnionych,1
zalądowionych,4
zamach,1
zamachami,1
zamachem,1
zamachu,56
zamarznięty,1
zamarzniętych,3
zamawiającego,222
zamawiającemu,14
zamawiający,448
zamawiających,16
zamawiającym,22
zamawianego,2
zamawianej,1
zamawianiu,1
zamawianych,10
zamawiać,2
zameldowana,2
zameldowane,6
zameldowani,1
zameldowania,71
zameldowanie,3
zameldowaniu,3
zameldowany,1
zameldowanych,4
zameldowanym,1
zameldowaną,1
zameldować,1
zameldowań,1
zamian,151
zamiana,9
zamianie,21
zamiany,81
zamianą,3
zamianę,18
zamiar,69
zamiarem,26
zamiaru,88
zamiarze,138
zamiarów,2
zamiast,105
zamie,1
zamiejscowe,27
zamiejscowego,21
zamiejscowej,2
zamiejscowi,4
zamiejscowy,3
zamiejscowych,7
zamiejscowym,4
zamiejscowymi,8
zamiejscową,1
zamienia,9
zamieniająca,1
zamieniane,3
zamieniany,1
zamienianych,2
zamienione,3
zamienić,11
zamieniła,1
zamienna,3
zamienne,18
zamiennego,30
zamiennej,7
zamienny,12
zamiennych,43
zamiennym,4
zamiennymi,3
zamienną,3
zamierza,104
zamierzają,16
zamierzająca,9
zamierzające,10
zamierzającego,7
zamierzającej,1
zamierzającemu,2
zamierzający,41
zamierzających,13
zamierzającym,6
zamierzającą,1
zamierzał,2
zamierzenia,14
zamierzeniach,1
zamierzeniami,1
zamierzenie,1
zamierzeń,4
zamierzona,7
zamierzone,25
zamierzonego,54
zamierzonej,25
zamierzony,12
zamierzonych,8
zamierzonym,35
zamierzoną,1
zamieszcza,185
zamieszczają,4
zamieszczając,12
zamieszczających,2
zamieszczana,1
zamieszczane,15
zamieszczania,14
zamieszczanie,1
zamieszczaniem,1
zamieszczanych,6
zamieszczać,4
zamieszczenia,40
zamieszczenie,12
zamieszczeniu,11
zamieszczona,3
zamieszczone,37
zamieszczonego,9
zamieszczonej,1
zamieszczono,5
zamieszczony,8
zamieszczonych,27
zamieszczonym,2
zamieszczonymi,1
zamieszczoną,1
zamieszek,2
zamieszka,1
zamieszkali,13
zamieszkana,1
zamieszkane,3
zamieszkanej,2
zamieszkania,898
zamieszkanie,102
zamieszkaniem,1
zamieszkany,2
zamieszkanych,4
zamieszkanym,1
zamieszkaną,1
zamieszkać,10
zamieszkał,2
zamieszkała,4
zamieszkałe,14
zamieszkałego,13
zamieszkałej,8
zamieszkałemu,10
zamieszkały,19
zamieszkałych,73
zamieszkałym,24
zamieszkałymi,4
zamieszkałą,6
zamieszkiwali,1
zamieszkiwania,21
zamieszkiwanie,6
zamieszkiwaną,1
zamieszkiwać,4
zamieszkiwał,1
zamieszkiwała,3
zamieszkiwały,3
zamieszkuje,35
zamieszkują,4
zamieszkujące,13
zamieszkującego,7
zamieszkującej,2
zamieszkujący,3
zamieszkujących,12
zamieszkującym,6
zamieszkującymi,2
zamieści,5
zamieścić,30
zamieścił,5
zamieściły,1
zamknie,1
zamknięcia,68
zamknięciami,1
zamknięcie,29
zamknięciem,11
zamknięciu,35
zamknięta,2
zamknięte,39
zamkniętego,74
zamkniętej,5
zamknięty,15
zamkniętych,61
zamkniętym,37
zamkniętymi,2
zamkniętą,5
zamknięć,10
zamknąć,1
zamków,1
zamocowania,5
zamojski,2
zamojskim,1
zamoknięcie,1
zamontowane,1
zamontowanego,2
zamontowania,4
zamontowanie,3
zamontowany,2
zamontowanych,4
zamordowanych,1
zamorskie,1
zamortyzowanego,1
zamortyzowania,3
zamortyzowanych,1
zamoyskiego,1
zamoyskiej,1
zamość,4
zamraża,1
zamrażające,2
zamrażającej,1
zamrażających,2
zamrażania,2
zamrażaniu,1
zamrażarek,2
zamrażarki,2
zamrożenia,15
zamrożenie,1
zamrożeniem,1
zamrożone,10
zamrożonych,2
zamyka,14
zamykające,3
zamykania,17
zamykanie,1
zamykany,2
zamykanym,1
zamykać,2
zamó,1
zamówienia,853
zamówieniach,105
zamówieniami,7
zamówienie,107
zamówieniem,6
zamówieniu,60
zamówień,327
zamówiona,1
zamówione,3
zamówionego,4
zamówionej,1
zamówionych,5
zamówioną,1
zan,4
zania,2
zanie,2
zaniecha,1
zaniechana,2
zaniechanej,5
zaniechania,56
zaniechaniami,1
zaniechanie,64
zaniechaniem,14
zaniechaniu,11
zaniechano,7
zaniechanych,3
zaniechać,13
zaniechał,9
zaniechań,5
zanieczys,1
zanieczyszcza,2
zanieczyszczające,3
zanieczyszczających,36
zanieczyszczania,13
zanieczyszczaniem,1
zanieczyszczaniu,23
zanieczyszczać,3
zanieczyszczenia,188
zanieczyszczeniach,2
zanieczyszczeniami,5
zanieczyszczenie,81
zanieczyszczeniem,70
zanieczyszczeniom,8
zanieczyszczeniu,17
zanieczyszczeń,140
zanieczyszczone,9
zanieczyszczonego,8
zanieczyszczonej,4
zanieczyszczony,3
zanieczyszczonych,11
zanieczyszczonym,2
zanieczyścić,2
zaniedbanej,1
zaniedbania,11
zaniedbanie,3
zaniedbaniem,3
zaniedbaniu,3
zaniedbał,4
zaniedbań,9
zaniedbuje,3
zaniedbujących,1
zaniedbywane,1
zaniedbywania,2
zaniepokojenie,1
zanik,1
zanikających,1
zanikiem,1
zanikowi,1
zanim,24
zaniża,1
zaniżanie,1
zaniżać,3
zaniżenia,1
zaniżona,4
zaniżonej,4
zaniżoną,1
zanonimizowanej,1
zanonimizować,1
zanotowania,1
zanotowanie,2
zanotować,2
zanurzanie,1
zanurzenie,4
zanęcanie,1
zaobserwowane,2
zaobserwowano,1
zaoczkowaną,1
zaoczna,1
zaoczne,4
zaocznego,12
zaocznej,2
zaocznie,5
zaoczny,12
zaocznych,2
zaocznym,12
zaoferowana,2
zaoferowane,2
zaoferowania,4
zaoferowano,1
zaoferowaną,1
zaoferować,3
zaoferował,14
zaoferowała,2
zaoferuje,2
zaoferują,3
zaokrągla,35
zaokrąglając,10
zaokrąglana,1
zaokrąglane,2
zaokrąglania,6
zaokrąglenia,2
zaokrąglenie,2
zaokrągleniem,10
zaokrągleniu,14
zaokrąglonej,2
zaokrąglonych,2
zaokrągloną,1
zaopatruje,4
zaopatrujące,5
zaopatrującego,2
zaopatrujących,5
zaopatrującymi,1
zaopatrywane,3
zaopatrywania,19
zaopatrywanie,3
zaopatrywaniem,3
zaopatrywaniu,3
zaopatrywać,2
zaopatrzenia,152
zaopatrzenie,60
zaopatrzeniem,4
zaopatrzeniu,198
zaopatrzona,4
zaopatrzone,28
zaopatrzonego,3
zaopatrzony,10
zaopatrzonych,6
zaopatrzonym,2
zaopatrzonymi,2
zaopatrzoną,2
zaopiniowane,3
zaopiniowanego,6
zaopiniowania,23
zaopiniowanie,3
zaopiniowaniu,56
zaopiniowany,26
